1 1   1.0882016636170748E+00   9.6166419119419064E+00   2.2691752247542185E+00   6.7883526611658718E-01
1 2   7.3274438904180506E-01   5.0028559321574191E+00   1.3272332317543589E+00   3.3936750181779901E-01
1 3   7.6010783783215585E-01   7.1427942966219806E+00   1.6470726712825281E+00   5.0771115927384192E-01
1 4   5.4842285884800790E-01   3.7661771168267726E+00   1.0163698211361722E+00   2.5362958053787488E-01
1 5   4.0080665126604648E-01   4.1469832401668638E+00   9.0925040981537897E-01   2.9758019277508069E-01
1 6   3.6209352253798216E-01   2.2678239402766054E+00   6.4931154122889601E-01   1.4835420345383130E-01
1 7   1.8919103878435900E-01   2.2292652677252804E+00   4.5693857051003861E-01   1.5976079618577949E-01
1 8   2.6704178695764308E-01   1.3208742362468946E+00   4.2395636902644857E-01   8.0492394978460557E-02
1 9   2.4513099752055151E-01   9.4751160662052969E-01   3.6244199023263696E-01   5.2993540556107055E-02
1 10   2.2248910067848976E-01   2.7596216013647363E+00   5.3891576898130733E-01   2.0137334230483894E-01
1 11   1.4743601726548078E-01   5.5599270746969254E-01   2.6773972195910833E-01   2.6188094566403763E-02
1 12   9.9110926426029186E-02   1.7265405335201469E+00   2.9553976311554869E-01   1.1619768775752870E-01
1 13   6.5093699123904086E-02   3.4521757733971181E-01   1.8521249136783147E-01   1.9741155185935732E-02
1 14   3.1653527247864972E-02   9.1293170125596124E-01   1.5025164684953513E-01   5.3480187368038196E-02
1 15   2.9202821602466534E-03   2.6453981776124103E-01   7.6525296616004657E-02   1.8780956137549612E-02
1 16   3.2145385719803350E-04   2.8696425565429240E-01   4.5792284631233693E-02   2.3263495133568762E-02
1 17   2.4693757528509628E-04   1.3848731138266290E-01   1.7693289653297608E-02   9.7460303038080648E-03
1 18   5.0992836797990673E-03   5.8319173651547351E-01   2.3851656540978382E-02   3.7790771891778187E-02
1 19   3.2282960174309953E-04   2.1613962298381909E-01   1.7072560754702319E-02   1.4026518665786082E-02
1 20   4.9647513277769798E-02   1.6851617426880185E+00   1.4541325969622534E-01   1.0954306125703012E-01
1 21   3.4073471604482183E-03   3.1637071808861661E-01   1.8422597685566713E-02   2.0125274191649702E-02
1 22   1.3121382132811726E-04   1.0258348935693704E-01   6.3684016949344105E-03   6.6071626858834895E-03
1 23   3.3813162813665865E-02   9.1618560879938882E-01   8.1266384503339506E-02   5.7918502576695750E-02
1 24   4.1708500446352860E-04   1.5785966980406993E-01   4.6646981268568628E-03   9.8630700614506465E-03
1 25   7.3528900917695387E-04   5.9225627251012929E-02   3.7042174075139723E-03   3.3118079036492548E-03
1 26   8.9828333062972401E-03   1.9426085555380734E-01   2.4093377110646332E-02   1.0980657457661549E-02
1 27   2.1228022180417672E-04   8.7777813240869362E-03   2.0550705761547953E-03   5.8802103858137441E-04
2 1   1.5142595331454247E+00   1.0005711988559996E+01   2.6544664635087174E+00   6.7806617585689166E-01
2 2   4.4366445360926188E-01   4.6195409357987076E+00   9.6587051599896145E-01   3.3688559575008709E-01
2 3   1.1907810568758714E+00   7.5323544094344994E+00   2.0327396422723463E+00   5.0607867531004813E-01
2 4   2.7576036468694665E-01   3.3862131032504479E+00   6.5929732667024821E-01   2.5004687333979664E-01
2 5   8.0580777590695674E-01   4.5356481255168548E+00   1.2986230824577942E+00   2.9449908325461899E-01
2 6   1.0517053799863599E-01   1.8909877539194515E+00   3.0673921331641829E-01   1.4198497108573313E-01
2 7   5.6949141690859695E-01   2.6154328621607852E+00   8.4791273805289535E-01   1.5714071578589864E-01
2 8   2.3251646720171416E-02   9.3641034200657858E-01   1.1140979781150938E-01   6.9796654369842767E-02
2 9   5.1354161698115464E-01   1.8545341781448565E+00   7.2488398046527258E-01   9.8011511620609157E-02
2 10   1.1057465545812296E-01   2.9121456897811342E+00   4.7474421797982691E-01   2.3441807910092249E-01
2 11   3.5269317308496501E-01   1.0714592032613128E+00   5.3547944391821689E-01   4.5179661104164701E-02
2 12   3.0424313539726307E-02   2.5277642768509305E+00   3.1652845366685017E-01   2.1026891409654755E-01
2 13   1.5980022688828238E-01   6.6348817066386523E-01   3.7042498273566304E-01   3.0753700953610331E-02
2 14   2.7781847150922774E-03   2.3030057819082534E+00   1.7737800292869685E-01   1.8600239464755811E-01
2 15   9.5641036809350020E-03   3.9085233064570774E-01   1.5305059323200973E-01   2.7862233984301973E-02
2 16   3.7500170432291810E-06   2.0367068825281986E+00   5.4144316535640301E-02   1.4305857218443546E-01
2 17   2.4726232100491050E-03   3.4335400617385026E-01   1.6684597803376638E-02   2.1902951351570853E-02
