begin
lattice         18.624383000         0.000000000         0.000000000
lattice          0.000000000        18.624383000         0.000000000
lattice          0.000000000         0.000000000        18.624383000
atom           8.239205408        -0.623609870         8.560458977 O         -0.245402890         0.000000000         0.006256793         0.024606042         0.000614674
atom           7.294341969         0.472431719         9.826575985 H          0.140108930         0.000000000         0.026365396        -0.018250510        -0.020636600
atom           9.788781447         0.302356300         7.917951838 H          0.123829750         0.000000000        -0.039573274        -0.000768663         0.017363702
atom           3.628273716         5.083363411        11.716300973 O         -0.219758610         0.000000000         0.045816658         0.000906614         0.004847913
atom           4.932185261         3.798349135        12.283219036 H          0.116694850         0.000000000        -0.017836188         0.011219127        -0.009387855
atom           4.724315305         6.595143024        11.281663791 H          0.122100680         0.000000000        -0.025818652        -0.013950226         0.005172076
atom           9.543116953         5.839254163         2.834588427 O         -0.232711150         0.000000000         0.024354611        -0.017556117        -0.021009334
atom          10.034445942         5.744767819         0.982657976 H          0.152073420         0.000000000        -0.006989178         0.000805688         0.035475794
atom          10.752540265         4.648726230         3.722760059 H          0.125258060         0.000000000        -0.023135572         0.018297976        -0.014242161
atom          13.568233313        12.339910843        11.470636479 O         -0.241737240         0.000000000        -0.000475940        -0.004946411         0.026445848
atom          15.382369226        12.887931637        11.319458329 H          0.113452560         0.000000000        -0.013932332        -0.000383686         0.007483991
atom          13.095801594        12.321013574        13.341466088 H          0.124272800         0.000000000         0.014355242         0.000736265        -0.031054972
atom          12.321013574         0.321253569         2.381053976 O         -0.251611690         0.000000000        -0.023695967        -0.001931089         0.005430897
atom          12.264321768         1.285014277         4.025116360 H          0.110752760         0.000000000        -0.004527426        -0.014116726        -0.015675811
atom          10.582464846        -0.359048107         1.984213222 H          0.124080150         0.000000000         0.020741272         0.007204391         0.016628097
atom          13.776103270         8.276999945         7.502211925 O         -0.228642180         0.000000000         0.004779870         0.010001792         0.016860184
atom          15.628033720         8.579356246         7.162061087 H          0.104131150         0.000000000        -0.012532790         0.000561986         0.005968433
